Income,Expenditure,Savings,Investments,Risk_Profile,Debt_Level,Age,Employment_Status,Credit_Score,Marital_Status,Geographic_Location,Cluster
355842,216336.26394911794,172305.05553702574,18626.372640139743,Aggressive,14565.20910643565,65,Unemployed,580,Married,Suburban,0
406594,293414.10605309776,70378.9464830061,13120.39112853725,Moderate,33233.71802203223,37,Employed,655,Divorced,Suburban,0
268320,93578.5219279828,61672.30580384224,37986.06643404627,Conservative,45526.43473751825,57,Freelancer,719,Single,Rural,1
156487,90682.70124418568,77036.52406827852,38682.3697527667,Conservative,53340.73751454924,24,Unemployed,491,Divorced,Urban,2
187231,103078.89245468572,54561.29951567406,22780.81869834203,Moderate,51080.92157115375,28,Freelancer,727,Married,Rural,2
63925,41749.19961046635,17655.033563489884,30595.20423836621,Moderate,54605.45924365644,38,Freelancer,647,Single,Rural,1
157023,89054.85266500032,26065.868198964894,18675.98321158706,Moderate,84170.57652229475,55,Freelancer,728,Single,Rural,2
107388,61250.601847644895,39262.513506577954,35097.36000599033,Aggressive,17010.12461881699,64,Employed,691,Married,Suburban,1
28007,14417.946795867421,1581.4944671980984,41786.07983239357,Moderate,31605.129516887086,36,Employed,640,Single,Rural,1
277802,126238.01032904365,20079.71840045045,34411.66386678247,Moderate,88860.84904354514,63,Unemployed,846,Single,Urban,2
455048,246241.11652954374,145484.01686153773,25629.131342356824,Conservative,56045.820455833025,32,Unemployed,701,Divorced,Suburban,0
78596,28235.312714880605,16014.214661725851,22932.897974618514,Conservative,58338.987036957216,23,Freelancer,346,Divorced,Rural,2
403245,314836.22318911704,193151.27722867933,32115.982548787215,Moderate,47806.25446139523,27,Employed,724,Married,Urban,0
443739,291627.65892045153,202538.3702597872,33990.54458006651,Aggressive,54897.463498613906,63,Employed,816,Married,Rural,0
371005,287986.53131338727,137705.11572515828,27936.47217622695,Moderate,19807.97305601012,33,Employed,627,Married,Rural,0
275266,113784.96981221983,115106.7476906264,31247.113755369748,Moderate,54686.68994181283,62,Unemployed,386,Single,Rural,0
368884,272852.61644339917,129219.81891476783,4829.434124726611,Conservative,99717.31279111168,28,Employed,814,Married,Suburban,0
35524,25022.92770581757,3783.7303775040864,47588.27580711633,Aggressive,56604.75729241843,52,Freelancer,464,Divorced,Rural,2
432498,276182.9320415595,170618.08933672836,39538.6531866017,Aggressive,4440.246560603034,25,Freelancer,522,Single,Urban,0
175002,107191.27881164158,25302.906709381,18696.39348533919,Moderate,79643.56443506597,45,Freelancer,596,Married,Rural,2
413293,189401.78040377688,80819.15056081653,28140.6305476815,Conservative,39647.54287233876,20,Employed,750,Single,Rural,0
145501,103044.59281159847,60914.77869280141,2366.2265068210677,Moderate,15367.614850156186,19,Freelancer,642,Single,Suburban,1
302755,166744.6567701484,88233.86475612129,2061.3906999530195,Aggressive,86251.98062266913,31,Freelancer,640,Single,Rural,2
168056,56373.67733899292,73435.98849826316,12539.916755598135,Moderate,19797.325553496757,69,Unemployed,760,Married,Urban,1
34060,15546.059629362864,4968.19234723771,34485.08211823116,Moderate,92076.73898585333,46,Unemployed,691,Single,Urban,2
234057,179673.51649711188,75717.50910225548,42607.387390000586,Conservative,44179.64904426055,64,Employed,836,Single,Rural,0
497272,360691.33727574657,43613.70702545862,27959.29399899242,Conservative,74279.08347497,20,Employed,720,Single,Urban,0
325447,257413.23186095772,110449.3720240799,26606.636979117622,Conservative,54699.58503385205,18,Employed,680,Divorced,Urban,0
210279,129110.61025030357,82669.15271823076,20115.476689573297,Aggressive,25662.680391522787,32,Employed,304,Married,Rural,1
226118,95818.64135918183,70824.43174810626,8079.897797901059,Moderate,67109.01744959188,37,Employed,303,Divorced,Urban,2
180359,68790.27977233473,30625.711320470764,5917.705066329376,Moderate,95791.2550890148,39,Unemployed,615,Single,Urban,2
59711,23493.724081585926,3827.725945104306,38033.9880610483,Conservative,76963.69667914124,51,Unemployed,377,Single,Rural,2
163026,50521.40349885974,16914.273190722743,46375.17756482878,Aggressive,60401.79965751782,67,Unemployed,830,Divorced,Suburban,2
355484,176085.8197708628,117322.638495918,22914.160819313656,Aggressive,99062.81082658567,50,Freelancer,654,Single,Suburban,0
485317,192046.65380849823,228336.35736981122,32972.282935781914,Conservative,26532.666734268474,26,Freelancer,332,Divorced,Rural,0
484736,245192.91063997,69288.39737969852,45722.88254404706,Aggressive,6234.148790944738,20,Unemployed,438,Single,Suburban,0
238134,182767.18201574628,90672.3226459471,4505.681646707227,Conservative,3213.086611593108,19,Unemployed,571,Single,Suburban,1
122974,63364.825861968595,54096.62887339443,38524.07265595149,Conservative,71068.78795587983,21,Employed,495,Single,Suburban,2
169646,125367.07898774464,48246.81012020791,30840.844218778755,Conservative,83023.23647341706,33,Unemployed,426,Single,Suburban,2
422400,254602.6067092731,148334.04247396247,29931.85894149307,Aggressive,63510.053748452665,50,Employed,648,Married,Rural,0
170168,72077.34119680987,70918.68688366606,14627.02142407849,Aggressive,90502.65974431984,26,Unemployed,343,Married,Suburban,2
87728,41927.61316014605,14677.229607220059,34194.66773888384,Conservative,69797.60473399205,57,Employed,543,Married,Suburban,2
185088,63292.64952305836,33982.72195151559,39739.88774103882,Moderate,37095.46464090206,55,Unemployed,308,Divorced,Rural,1
31246,14583.486099750471,1571.1233230577338,5642.908247184858,Moderate,18125.82916298816,69,Employed,378,Divorced,Rural,1
458774,293051.28486621915,221767.8460638288,26676.07154904919,Aggressive,92464.74785591563,35,Freelancer,489,Divorced,Suburban,0
431597,145040.5656875327,199784.1807428944,5063.259049370483,Conservative,10359.714999747948,33,Freelancer,385,Divorced,Urban,0
409940,165083.12669574167,161539.2013204934,43628.70096488223,Moderate,54298.840374640546,25,Employed,784,Married,Rural,0
449671,220662.7872666826,38484.73704286566,25381.836132817363,Moderate,31400.79252735116,40,Employed,570,Divorced,Rural,0
112263,88802.8135870115,28220.257607851145,40398.28446303787,Conservative,27141.50075196725,53,Freelancer,812,Divorced,Suburban,1
417234,288905.7189202127,39992.41683445509,18404.281883310712,Conservative,64583.48519168964,20,Unemployed,319,Divorced,Urban,0
31302,20870.401069347918,1789.351292637055,6253.91134081627,Moderate,23123.693739103623,32,Employed,788,Single,Rural,1
349650,125208.08397456109,114434.26820396309,2074.9652192855738,Conservative,91636.51067423957,55,Unemployed,429,Divorced,Rural,0
61157,42228.78293290601,29500.50009716789,14075.481038618776,Aggressive,40604.390909912414,50,Freelancer,306,Single,Rural,1
74917,51890.09177617266,34183.92367015988,12211.685018203927,Conservative,67737.53467296789,35,Freelancer,609,Divorced,Urban,2
243810,146420.42411008372,88634.60614323043,28017.598700998093,Aggressive,72775.57173285846,40,Employed,772,Divorced,Rural,2
116646,92754.67021149104,10905.031911223017,1086.9419031853677,Conservative,68294.16946253303,60,Unemployed,401,Single,Rural,2
365266,168981.8966007187,63327.560622984674,26028.527214958667,Conservative,90340.02408930234,20,Freelancer,637,Divorced,Urban,2
306663,236325.61639759547,59500.450216570796,19588.587100600158,Conservative,23113.08636059981,47,Unemployed,618,Single,Rural,0
470035,355988.3198092901,184920.0068265957,28856.113495722107,Moderate,8605.454468610118,62,Freelancer,812,Divorced,Urban,0
363054,111000.2497223253,149219.59808311128,35120.87640751823,Moderate,5546.569726504935,34,Employed,324,Divorced,Urban,0
402574,211374.80526453527,89893.8705604449,31704.59725399195,Conservative,87784.41504750248,67,Unemployed,729,Single,Urban,0
353468,278727.9395241368,84142.27923239497,49232.21846866832,Conservative,97328.70499391822,49,Unemployed,442,Married,Suburban,0
287552,101091.9770015835,20136.99846787373,6913.267193843553,Moderate,30252.654120471267,63,Employed,448,Single,Rural,1
79379,45555.00062772675,14297.072607113272,21486.850446488927,Moderate,69351.39235749692,24,Employed,354,Married,Rural,2
45053,35568.38628236143,11401.937989322896,21241.53683216556,Moderate,891.27841717489,56,Employed,770,Single,Rural,1
422662,244192.00347171552,43383.029758078585,20852.660185146033,Conservative,18863.151011598777,31,Employed,662,Married,Urban,0
151994,60023.593579974935,38601.97049349942,33189.919602133414,Moderate,68927.43824616144,32,Freelancer,508,Divorced,Suburban,2
118723,70176.16981314126,51517.36638140727,24491.403027336124,Moderate,6588.713931523283,61,Unemployed,484,Married,Urban,1
71356,28700.83079737193,22234.134207575407,25871.627990648154,Aggressive,46851.004991982445,29,Freelancer,364,Divorced,Rural,1
292933,163999.16442123498,25051.171651685258,21617.799607338235,Moderate,66258.32643739489,25,Employed,848,Single,Urban,2
379864,128022.18653252808,51757.265235264495,49584.97305092813,Conservative,76595.81713055173,33,Freelancer,411,Married,Suburban,2
348800,210236.1775109922,91924.48120088699,46378.06744095211,Conservative,45381.59137243705,58,Freelancer,562,Divorced,Rural,0
326172,182132.80401265481,69366.74398425604,15386.209468218549,Moderate,63028.4039496343,51,Unemployed,375,Single,Urban,0
346628,232268.72746552422,73286.57319905132,5579.696238333359,Moderate,53957.56295620613,63,Unemployed,595,Married,Suburban,0
52154,32092.976186407635,15029.23652071636,41988.23620193014,Aggressive,5230.57720833211,41,Unemployed,477,Divorced,Urban,1
233942,134470.59483631112,73218.73780981639,49858.51257128622,Moderate,74280.46872598465,46,Employed,300,Married,Urban,2
284480,183458.14351705275,116235.03078047688,14630.444701982276,Moderate,17236.1915885375,33,Employed,447,Married,Rural,0
385821,143514.20651817584,78489.47721674667,17889.24629208831,Moderate,3180.5531233841334,22,Unemployed,428,Divorced,Suburban,0
349923,209141.91937329728,144329.18017218506,47081.65907426015,Moderate,45116.79162883723,22,Freelancer,812,Divorced,Urban,0
301173,116269.43329197221,60949.9018674925,35556.475900154495,Conservative,86563.75872815104,69,Unemployed,801,Single,Suburban,2
341345,260364.68901960013,25582.04812456546,14781.916588981809,Conservative,15082.943766102862,47,Employed,448,Divorced,Rural,0
52265,17465.240994877753,15647.327910894435,29052.32456419575,Moderate,1285.753411697499,67,Freelancer,568,Divorced,Rural,1
385060,198378.0505579684,121122.95115079878,47211.4789682128,Conservative,10997.923576541712,67,Employed,404,Married,Rural,0
263322,170605.99170559354,123904.35295093775,40590.65534728893,Conservative,36365.91143316067,22,Unemployed,765,Divorced,Suburban,0
194944,103127.54101572851,73440.78461656536,37091.63568643299,Conservative,58017.186999130376,60,Unemployed,580,Married,Suburban,2
66197,22907.31473912922,30649.058324728485,36849.81558635112,Conservative,19301.213398589258,30,Freelancer,706,Married,Urban,1
407877,235218.38648035648,187116.12078252962,8901.016214613517,Conservative,80196.40050225706,52,Unemployed,657,Divorced,Suburban,0
468396,290787.7097835488,150850.8427268338,41234.06196139682,Moderate,75329.71205490819,66,Employed,502,Divorced,Rural,0
174782,113939.71384977145,50248.58918663574,13805.931622172906,Moderate,69586.36165986992,42,Employed,580,Divorced,Urban,2
180558,87864.9227898834,54320.59176710638,46518.33289507648,Moderate,48746.9808315544,67,Employed,556,Divorced,Suburban,2
91907,53474.248478670226,45057.30229353676,18231.99955068915,Moderate,36521.69551339853,31,Freelancer,393,Single,Rural,1
411020,215926.57746469602,163555.32309782578,42883.019852112826,Aggressive,37558.66209648108,61,Employed,623,Married,Rural,0
222967,141813.25939623686,21810.555497230755,13311.674725890072,Conservative,50307.05349557333,63,Unemployed,661,Single,Urban,1
346579,205097.99508923414,138733.07245725085,25726.346829112023,Moderate,7731.468688265452,43,Freelancer,650,Single,Rural,0
322775,181682.98188409986,40909.188429906186,5344.264774453028,Conservative,68230.54628670611,35,Employed,361,Married,Suburban,2
411182,174654.56410264238,103333.22204855403,33005.9451498087,Moderate,35150.75440093021,37,Employed,486,Single,Rural,0
252604,76036.14282863744,36553.52976371657,41803.96375834192,Aggressive,22475.877793868858,51,Unemployed,841,Divorced,Urban,1
302247,116981.93205892677,108903.33576369996,35922.364065120804,Moderate,27832.707049863893,24,Unemployed,603,Divorced,Rural,0
84772,30393.56123180481,37705.685430450205,26162.925646932865,Moderate,18029.428528621782,64,Freelancer,735,Divorced,Rural,1
146108,76639.83696202972,26396.287456219765,2255.7939300729745,Moderate,90156.80855277885,27,Employed,512,Divorced,Suburban,2
34382,20839.92986974687,2987.9619868989585,46672.05035854292,Moderate,16903.751636255103,32,Employed,705,Married,Suburban,1
104291,42398.724320373665,19223.114661101197,35274.477428931736,Conservative,88292.61188948626,34,Unemployed,433,Divorced,Suburban,2
383339,294990.3040554828,135151.08501604127,37293.21191826665,Moderate,57224.33959684513,28,Freelancer,518,Married,Suburban,0
154828,46965.69035173805,30646.97286305017,39734.028775540355,Moderate,86745.09553888602,51,Unemployed,720,Married,Rural,2
302753,207734.12462217655,53027.33187853749,37387.17129638053,Conservative,47406.421690551215,44,Unemployed,618,Married,Suburban,0
167550,102641.5295674128,22283.452282077116,22055.808204916684,Conservative,92763.37194810736,38,Freelancer,456,Married,Rural,2
252050,122692.2438020341,69032.05692716544,36681.091464397345,Aggressive,21149.074360835017,48,Employed,487,Single,Suburban,1
452882,147297.36706169005,78881.61573706754,31251.33939051645,Conservative,55469.175284727455,67,Employed,775,Single,Suburban,0
357827,219613.91876092667,135600.20809069023,42700.81668343933,Conservative,12583.869051366913,21,Employed,461,Divorced,Suburban,0
406858,200502.3713087459,34371.39675338463,40122.99076686852,Moderate,44722.02852023643,58,Freelancer,428,Married,Rural,0
150330,115473.51953399462,52437.338640430964,2068.719123362994,Conservative,56990.369664684236,66,Freelancer,603,Divorced,Suburban,2
91315,52140.41184427948,14327.506728615159,18944.354516630265,Moderate,60567.52221731721,34,Freelancer,388,Divorced,Rural,2
359978,277120.3358662072,97257.2964256753,1735.8076091947282,Moderate,36552.87969072791,66,Freelancer,461,Divorced,Suburban,0
408349,167521.84787306513,72988.49010719445,5103.746238304896,Moderate,7633.5642166452835,65,Freelancer,335,Divorced,Suburban,0
34153,22638.75850833261,12815.773366308516,30070.53610018057,Conservative,65532.607138265266,37,Unemployed,526,Married,Urban,2
96325,58625.75596662675,45791.76529350751,43691.091058112666,Moderate,48843.18604532778,42,Employed,450,Married,Suburban,1
260773,174640.75115890036,120655.63835570672,5991.237935463361,Aggressive,13687.88666372569,57,Freelancer,346,Single,Rural,0
426215,173611.8318215274,133210.00192943745,22554.464373341576,Conservative,93587.59694060996,40,Employed,530,Married,Urban,0
75318,47638.42848699832,19445.197269319095,45543.94524032219,Conservative,95566.86621834432,32,Freelancer,838,Married,Rural,2
414030,227310.8319686677,173161.93196543428,40715.04918357939,Aggressive,85660.62798313689,50,Employed,464,Divorced,Rural,0
397177,266669.597529183,141989.53162822724,25983.394823296498,Conservative,84386.83005175974,36,Unemployed,365,Married,Urban,0
96077,44533.8341380871,12740.180230729116,38578.57196644155,Conservative,9867.127586805613,32,Employed,379,Divorced,Suburban,1
372618,277611.03435740573,156281.073992122,26134.68870222685,Conservative,99342.01095825678,58,Employed,439,Married,Urban,0
153515,52525.258156280725,37303.83416706802,7904.616864142438,Conservative,40038.067986373164,22,Freelancer,699,Single,Rural,1
489209,344204.83972825913,66064.51857797737,6236.805661083955,Conservative,16312.111586711353,33,Employed,429,Divorced,Suburban,0
226988,165851.0096122579,40133.47763730957,9418.411603353488,Moderate,81210.17282172211,62,Unemployed,745,Married,Urban,2
355463,251890.37917769217,60566.33233892493,17546.104748283975,Moderate,22573.076846305783,65,Unemployed,328,Married,Rural,0
145885,81165.0450134396,41379.2792705116,46526.46338370093,Conservative,52617.53206695915,49,Unemployed,501,Divorced,Suburban,2
391921,203482.43987931797,60930.60213885365,39983.920682680066,Aggressive,12801.606520343634,39,Freelancer,536,Single,Rural,0
37368,29824.564561430798,3946.2446255499444,21640.078061315875,Moderate,47464.57232758885,60,Freelancer,638,Single,Suburban,1
166400,68987.10634101828,17581.970893958405,24653.8354893787,Aggressive,55814.14934029423,49,Freelancer,698,Married,Suburban,2
208014,119283.12858286977,64999.02669226142,13280.472883320743,Aggressive,44592.39599513427,30,Freelancer,738,Married,Urban,1
111751,70999.63031850013,42537.08837969311,35217.64782360651,Moderate,6948.6824752653,55,Freelancer,588,Married,Suburban,1
250203,162740.49254771892,48711.98553467072,40138.2835731019,Aggressive,48493.90305827633,43,Unemployed,551,Divorced,Rural,2
309450,124402.71640640158,20297.697968376415,11945.234783378828,Moderate,46894.284344081585,69,Employed,399,Divorced,Suburban,1
498667,312662.7360224058,53482.63371239825,2091.0811893232685,Aggressive,26162.027729067384,34,Unemployed,721,Divorced,Rural,0
190987,135445.07419678557,88161.99649779209,31194.44715814852,Conservative,92160.15996574365,22,Freelancer,317,Married,Suburban,2
319363,103795.94137466043,86896.96269085992,28125.60595676583,Conservative,41779.233269825614,66,Unemployed,770,Single,Suburban,0
231951,175299.43775405025,58940.550043372226,20106.55775144382,Moderate,86411.5796196385,50,Employed,306,Divorced,Urban,2
215716,67897.04837985162,14479.317446752808,32194.697088660505,Moderate,10966.38296334419,44,Freelancer,718,Single,Suburban,1
80279,38372.1992585679,30336.363181560253,27530.66489925718,Aggressive,31887.728420618143,22,Unemployed,679,Married,Suburban,1
335172,103201.67030389718,96405.73566997505,12529.078829709639,Aggressive,17633.085376804003,54,Unemployed,807,Divorced,Rural,1
386407,130826.8165699371,54458.8197216729,19886.448781136118,Conservative,40841.07878481925,24,Employed,413,Divorced,Rural,0
20126,15206.886453767136,2003.2050238317806,21405.678487362085,Aggressive,11163.66871708786,65,Freelancer,810,Divorced,Rural,1
334473,159687.58332107816,74428.45001066345,44012.39972377818,Conservative,44103.48058456205,35,Freelancer,768,Married,Suburban,0
47632,24405.95876860306,20325.664405341857,48045.207706447974,Conservative,35387.07434482363,48,Employed,392,Married,Rural,1
216382,88212.92396615975,95074.47528906623,44650.06811982486,Moderate,22331.50472740052,23,Employed,791,Married,Rural,1
129945,77778.30492845665,41748.842805229935,35958.90120259898,Conservative,64217.941195031504,19,Employed,401,Single,Suburban,2
337320,201515.510187556,127301.66443497228,29249.636680291092,Moderate,95091.1488147832,30,Employed,792,Single,Rural,0
270869,131669.47396665264,27579.90984011264,34463.08177329775,Moderate,20711.347354958685,59,Freelancer,835,Divorced,Urban,1
237138,110629.01171509428,74617.06751081228,46955.46103663445,Conservative,71179.08398984504,69,Freelancer,784,Divorced,Urban,2
195399,145080.27042708936,68415.94417306133,12499.936761191588,Moderate,74238.0889256743,28,Unemployed,778,Married,Rural,2
482120,237030.49880814904,67651.45412151888,26756.025383670247,Moderate,49812.051642586244,43,Unemployed,466,Married,Rural,0
154869,84674.70257698052,69082.3574989855,34480.4009500204,Conservative,89766.8346100567,38,Unemployed,439,Married,Rural,2
198954,87868.50785174483,27405.621412540637,33962.35006621373,Conservative,96639.006606484,19,Freelancer,393,Divorced,Suburban,2
164790,114262.8732291105,31485.570358093453,12613.947978841821,Aggressive,36224.64520538494,57,Freelancer,480,Married,Urban,1
54560,27210.385720207218,17963.91170811996,29336.576369487593,Aggressive,65103.32980031875,68,Freelancer,303,Single,Urban,2
358733,199744.5157799926,120985.4052615441,39795.65712100782,Conservative,66221.26179001122,37,Unemployed,688,Single,Rural,0
304260,129821.22628117629,110970.66058176737,23753.949002512192,Conservative,40363.55262525046,34,Employed,571,Divorced,Rural,0
449460,356794.7401868495,45128.15305003608,39664.90383493675,Aggressive,31679.10744946142,33,Employed,431,Divorced,Suburban,0
152717,68073.27753332409,66013.29670542963,17994.12988772774,Moderate,93374.41982278135,59,Employed,811,Single,Suburban,2
198595,136111.30646259402,57549.099306107295,46938.006358187944,Conservative,78998.15493126753,22,Employed,351,Married,Urban,2
144085,74023.35539082682,37763.93031663295,26696.422024955053,Moderate,11446.456597454413,31,Employed,589,Divorced,Suburban,1
399862,161187.85201587717,196529.74624994944,29797.397539630714,Moderate,11988.4071584887,41,Freelancer,745,Divorced,Urban,0
301400,210937.61772950456,115487.5084141105,1568.07844022942,Moderate,92254.27688528266,68,Unemployed,536,Divorced,Rural,0
120158,56090.162278075884,12388.615665938882,8513.456856429713,Conservative,8140.976502692443,21,Employed,790,Single,Rural,1
204245,149629.20761963297,79745.95399455559,31646.694023552234,Moderate,68842.13462431659,69,Employed,579,Divorced,Urban,2
188502,142814.50493568974,17504.676548289233,20993.518589113562,Conservative,22675.82469444117,65,Employed,343,Single,Rural,1
452498,330283.6829334408,28218.56856820028,25408.189522908735,Aggressive,3518.5342741618665,41,Freelancer,658,Single,Suburban,0
401863,127593.09283400366,93084.190917881,3148.570436685022,Moderate,5963.75460800902,64,Employed,825,Married,Rural,0
476590,330604.13124799164,236917.73962276016,41706.76192051922,Moderate,37352.210367956206,26,Unemployed,761,Married,Rural,0
350388,177180.606493851,45094.15468595049,39225.28011481086,Moderate,7758.845168936468,20,Freelancer,400,Married,Urban,1
162766,119935.99241319002,57405.933148316675,9267.698786092476,Moderate,59663.91999334541,26,Freelancer,760,Divorced,Suburban,2
338408,209466.8130633085,43325.7771877062,31716.46786286897,Aggressive,64725.45113740757,35,Freelancer,567,Single,Suburban,0
488276,350006.7674836377,183667.03824315142,40915.760582713585,Conservative,37346.8571983049,53,Employed,661,Divorced,Rural,0
77545,42627.71829716187,21511.692591576004,32042.706820779997,Aggressive,74287.80757183507,36,Employed,707,Single,Rural,2
321368,182380.43818097492,114402.9168376012,15519.904764792242,Conservative,49004.252016957726,41,Employed,336,Divorced,Suburban,0
380089,141466.7753550267,53703.88815202948,32805.557523908356,Conservative,43022.850340208206,21,Employed,767,Single,Suburban,0
33224,22990.798002547574,12808.940073847521,10523.087384160612,Moderate,40698.808879012504,26,Unemployed,558,Married,Urban,1
60738,30957.843116714263,30249.259699513783,15912.749863971043,Moderate,43110.64873455374,50,Freelancer,808,Married,Rural,1
438366,241118.86056312025,153227.64631082976,12003.482655358932,Aggressive,96788.76499344186,18,Employed,608,Divorced,Rural,0
345875,239535.3359314264,94100.82745005545,27846.255119510326,Moderate,68140.70600384376,69,Unemployed,572,Single,Suburban,0
200760,120340.10125997408,93439.38447984162,5411.332338277431,Moderate,31520.98471611,68,Freelancer,409,Married,Urban,1
259690,104018.66426479314,14836.954209138183,46665.51901741693,Aggressive,73385.98702055654,52,Freelancer,559,Single,Suburban,2
486725,289657.99551260914,184208.66121597608,16675.61768314334,Conservative,33026.7388322916,27,Freelancer,567,Divorced,Rural,0
159649,80433.78907179704,71831.82169826378,10948.506355290066,Aggressive,12571.49077846762,29,Employed,331,Married,Rural,1
28070,15010.790982585613,2182.5425030081246,24827.490680091563,Moderate,47536.03574556491,35,Freelancer,476,Divorced,Rural,1
146161,45917.302088984165,36909.873145461934,13849.890922735802,Conservative,75102.38591384141,31,Employed,403,Divorced,Rural,2
28666,11610.150666616864,4074.119540118801,26745.204319132215,Conservative,37765.991088732124,27,Unemployed,535,Single,Urban,1
339905,149734.6245259092,103648.31068335912,17425.457489104272,Moderate,86917.41420473429,27,Freelancer,392,Divorced,Rural,0
318512,209096.75901156195,109024.8520738461,6603.34053845204,Conservative,38695.270408775985,35,Unemployed,500,Divorced,Suburban,0
157855,48263.572186237,29389.512143548378,13294.7621013631,Conservative,34983.90255067317,41,Employed,334,Single,Urban,1
61914,31228.717675870237,15911.387293402473,21921.99224807626,Conservative,99824.39138632666,18,Employed,416,Single,Urban,2
221579,168846.17496103173,38932.04371364265,1514.6613239812812,Conservative,48247.202299006545,47,Employed,757,Divorced,Rural,1
147738,52585.90926386723,31944.800334421325,38532.1263507381,Moderate,80522.12097135061,32,Freelancer,770,Married,Urban,2
492242,274775.48685275274,59951.62031210036,31091.22822952079,Aggressive,80498.80560599225,25,Freelancer,698,Married,Rural,0
266965,185076.47390748624,119734.26958557713,30067.98036391771,Conservative,92636.93370991794,52,Unemployed,416,Single,Urban,0
349670,269688.4611502796,19058.653117095957,27302.496594138298,Moderate,8489.505445030365,35,Employed,661,Divorced,Urban,0
484051,325954.28957146785,216411.52209828602,29515.658616253426,Conservative,27122.027642684232,58,Unemployed,503,Married,Suburban,0
458981,303057.2480411791,141024.4344687286,46732.59763536103,Moderate,76774.8091546434,33,Employed,445,Single,Suburban,0
302100,215471.0260240699,60192.22562664465,428.46054053703455,Aggressive,56260.149239856495,38,Employed,743,Single,Suburban,0
238967,125003.78358667035,89702.40644494539,2389.985482887463,Moderate,55961.49423545339,32,Unemployed,596,Single,Urban,2
328384,230828.42549958723,91451.15718677113,9574.670496540117,Aggressive,16621.53018702408,22,Employed,786,Divorced,Suburban,0
403152,122551.03285096904,110705.094180029,8365.068999657504,Moderate,28115.30141139298,62,Unemployed,530,Single,Suburban,0
450364,343303.70757185965,44840.05359703283,9059.722973459133,Moderate,52133.40857167345,69,Freelancer,502,Married,Suburban,0
114270,59609.31742126382,25742.998328151836,33597.194292432505,Moderate,27718.136467462118,24,Unemployed,661,Divorced,Urban,1
286901,165452.96463943543,45467.770850789624,22974.165052508266,Aggressive,21028.27926987151,65,Unemployed,694,Married,Rural,1
39097,16711.665642912576,2230.9982694939854,49588.94391673466,Aggressive,8775.605576999613,24,Employed,547,Married,Suburban,1
161467,108387.21299312217,34238.243187572974,11344.295740147241,Moderate,15572.601192334556,44,Unemployed,739,Married,Urban,1
167313,56604.98334439665,15128.434473263793,15541.505051374732,Aggressive,76886.7762491973,42,Freelancer,695,Divorced,Urban,2
386036,284245.21733598504,63917.338199475824,49212.035840082455,Conservative,71877.91805847155,39,Freelancer,655,Married,Rural,0
178768,127650.79464390295,16380.955101046744,41587.907040112346,Aggressive,4583.36843487116,65,Freelancer,700,Single,Suburban,1
266726,108832.22528275078,25451.99020817022,23489.961033926636,Conservative,20328.4085344111,30,Freelancer,540,Single,Urban,1
352624,248480.80331047118,49210.47140683761,27729.844277299486,Conservative,56045.53467327162,34,Unemployed,640,Married,Urban,0
66163,45862.7933462734,33077.011503329166,42158.89603264202,Conservative,32262.784423677316,58,Freelancer,528,Single,Urban,1
39816,24530.968028085616,2029.933724401898,24049.0123023164,Aggressive,82324.96026795305,61,Unemployed,842,Divorced,Rural,2
463056,225397.17951723086,156236.33828611666,10301.186179104216,Aggressive,78498.93076621469,30,Unemployed,838,Divorced,Suburban,0
253619,110514.32126842557,28800.888452408853,41422.226927719275,Aggressive,89158.05579581096,43,Employed,828,Single,Urban,2
334997,139322.5036980807,155533.2987611649,26888.62456378217,Aggressive,56293.123150511594,26,Unemployed,566,Single,Urban,0
175989,80832.53637390223,16214.711669201435,7652.129858191065,Moderate,35207.64798090985,22,Unemployed,428,Divorced,Urban,1
116731,87755.94033016133,56005.01640339472,25279.29155921988,Aggressive,60606.46961849178,56,Employed,519,Married,Urban,2
172638,58493.27414257561,56092.999357067696,20660.16902984294,Aggressive,8913.66797454578,50,Freelancer,381,Divorced,Suburban,1
226524,161836.8184909626,11455.462434842031,43842.1265940879,Moderate,958.6017741467612,21,Freelancer,319,Married,Suburban,1
82823,39294.96134259448,37461.11116887863,6302.77156803517,Conservative,1709.3520120355365,45,Unemployed,626,Single,Urban,1
171878,96389.1304938201,48945.75144790444,43760.49022240128,Moderate,40754.29379342162,43,Employed,336,Single,Urban,1
226592,157989.6443498394,38113.087300602325,25610.550840514235,Aggressive,22807.759410306327,21,Unemployed,681,Married,Urban,1
21759,16149.274643336415,8600.80243060317,20218.22149905738,Aggressive,15733.77058000477,33,Unemployed,338,Married,Rural,1
277164,130929.69875650757,129435.4492098752,8098.3592201470165,Aggressive,61532.60156181705,54,Freelancer,408,Divorced,Rural,0
455165,241656.9940772928,121829.86008292469,35040.898131933965,Aggressive,99509.50426131811,39,Employed,728,Married,Rural,0
374518,189977.26378152773,71907.10526366824,46340.33545550203,Aggressive,17775.320361553637,53,Unemployed,363,Single,Urban,0
153554,47083.57459932974,62193.255802316686,18768.86769496599,Moderate,54642.14242139388,55,Freelancer,474,Single,Rural,2
306586,137341.77326181004,109390.94988123703,12079.250033541672,Moderate,11972.751399989378,52,Unemployed,331,Single,Suburban,0
446935,236694.37008913123,201093.31609621758,27743.345849957852,Conservative,93423.6441072139,42,Freelancer,830,Married,Rural,0
